video_id,Label,Description,Excerpt,Issue,Importance
JHz74Xkaq7Y,Foreign Policy and Military Strength,Trump promises to restore peace through strength and avoid unnecessary military conflicts.,Under the Trump Administration we will restore peace through strength.,Military conflicts and foreign policy challenges.,7
O6kVlh5gbr8,Religious Freedom,"Trump promises to uphold religious freedom and protect Christians in various sectors, including schools, military, and government.",When I return to the White House I will once again aggressively defend religious liberty just like I had for four years you had no problems but we're going to defend it in all of its forms we will protect Christians in our schools in our military in our government and in our all of those Airwaves that your people that youuu it and Chan Gorka and all of the rest of you I see a lot of you out there that that you do such a great job in in talking about in your broadcasts and and Salem with the job you do is great.,Religious freedom and protection of Christian values.,9
O6kVlh5gbr8,Border Security,"Trump promises to seal the border and stop the invasion of the country, emphasizing the need for a large-scale deportation operation.",On day one I will seal the border and stop the invasion of our country it's an invasion just like a military Invasion 3 years ago we had the most secure Border in US history and now we have the worst Border in the history of the world there's never been a border so bad as this or so dangerous as soon as I take the oath of office I will terminate every open borders policy of the Biden Administration and we will begin the largest domestic deportation operation in American history because we have no choice we have no choice.,Illegal immigration and border security.,10
O6kVlh5gbr8,Education Reform,"Trump promises to cut Federal funding for schools pushing critical race theory and other inappropriate content, and to support school choice.",Another top priority will be to take back our education system from the Communists and the freaks that are destroying it on day one I will sign a new executive order to cut Federal funding for any school pushing critical race Theory transgender insanity and other inappropriate racial sexual or political content onto our children.,Education system and content in schools.,8
O6kVlh5gbr8,Energy Independence,"Trump promises to drill for oil and achieve energy independence, emphasizing the importance of domestic energy production.",I will stop Biden's inflation nightmare I will cut your taxes and regulations and we will drill baby drill our our we have more than anybody remember that more than anybody Liquid Gold I call it.,Energy independence and economic stability.,7
O6kVlh5gbr8,Judicial Appointments,Trump promises to appoint conservative judges in the mold of Scalia and Thomas to uphold conservative values.,As president I will once again appoint Rock Solid conservative judge judges in the mold of justices anonin Scalia and the great Clarence Thomas who's doing a phenomenal [Applause] job strong.,Judicial appointments and conservative values.,6
O6kVlh5gbr8,Military and Foreign Policy,Trump promises to restore peace through strength and settle the war between Russia and Ukraine.,Under my leadership we will restore peace through strength before I even arrive at the Oval Office shortly after we because we it's going to be we win the presidency I will have the horrible war between Russia and Ukraine settled we'll have it totally settled we're going to get it settled.,Military strength and foreign policy.,8
O6kVlh5gbr8,Economic Policy,"Trump promises to return to economic policies that prioritize America, including cutting taxes and regulations.",I will stop the disaster known as bomic and we will return to mean namics putting America First at all times we will stop Biden's inflation nightmare I will cut your taxes and regulations.,Economic policy and inflation control.,7
O6kVlh5gbr8,Law and Order,Trump promises to overhaul the DOJ to investigate radical prosecutors and indemnify law enforcement officers.,I will direct a completely overhaul doj to investigate every radical out of control prosecutor in America for their illegal racist and reverse enforcement of the law what they're doing is so illegal I am also going to indemnify all police and police officers all Lord forcement officials throughout the United States to protect them from being destroyed by the radical left.,Law enforcement and justice system reform.,9
O6kVlh5gbr8,Religious Broadcasting,Trump promises to protect AM radio and Christian broadcasters from being under siege.,To that end at the request of the nrb I will do my part to protect AM radio in our cars you know we like to listen to radio because you know what we're listening to millions of Americans value listening to Christian broadcasters and you're under siege I know what you're going through and this happened this is a phenomenon that's just really happened while they're on the road we support you and we are supporting all of those Believers and the people that believe in you.,Religious broadcasting and media freedom.,6
Jq8RrpFcCkE,Border Security,"Trump promises to secure the U.S. border by reinstating policies that were effective during his previous term, such as building the border wall, implementing 'Remain in Mexico,' and ending 'Catch and Release.'",3 years ago we had the most secure Border in history... we built 571 miles of border wall much more than I promised I'd build...,Illegal immigration and border security,9
Jq8RrpFcCkE,Reinstate Immigration Policies,"Trump plans to reinstate immigration policies like 'Remain in Mexico,' 'Title 42,' and 'Rapid Removals' to control illegal immigration.",we had remain in Mexico remember that you can't come into our country and Mexico agreed to it...,Illegal immigration and border control,8
Jq8RrpFcCkE,Combat Migrant Crime,Trump promises to address the issue of migrant crime by enforcing stricter immigration policies and securing the border.,the United States is being overrun by the Biden migrant crime...,Crime associated with illegal immigration,8
Jq8RrpFcCkE,Support for Law Enforcement,Trump pledges to support border patrol agents and law enforcement in their efforts to secure the border and enforce immigration laws.,your agents my agents they're mad as hell...,Support for law enforcement and border patrol,7
Jq8RrpFcCkE,Addressing Foreign Threats,Trump intends to address threats from foreign countries by preventing the entry of individuals from nations that are not friendly to the U.S.,allowing thousands and thousands of people to come in from China Iran Yemen the Congo Syria...,National security and foreign threats,7
Jq8RrpFcCkE,Reform Asylum Policies,Trump plans to reform asylum policies to prevent abuse and ensure that only legitimate claims are processed.,we had title two and we had different things to solve that problem but they've terminated all of that...,Asylum policy reform,6
Jq8RrpFcCkE,Military Involvement in Border Security,"Trump suggests using military resources and strategies to secure the border, treating it as a military operation.",it's a military operation I mean we have a milit this is like a war it's a military operation...,Utilizing military resources for border security,6
hUH7WSzBacY,Seal the Border,Trump promises to seal the border and stop the invasion of the country as one of his first actions upon taking office.,among my very first actions upon taking office will will be quite simply to seal the border and stop the invasion of our country,Illegal immigration and border security,9
hUH7WSzBacY,End Open Border Policies,Trump pledges to terminate every open border policy of the Biden Administration and begin the largest domestic deportation operation in American history.,on day one of my Administration I will terminate every open border policy of the Biden Administration and we will begin the largest domestic deportation operation in American history,Illegal immigration and border security,9
hUH7WSzBacY,Reinstate Border Security Measures,"Trump promises to reinstate border security measures such as remain in Mexico, safe third agreements, asylum bans, title 42, and rapid removal.",we had remain in Mexico safe third agreements Asylum bans title 42 and a thing called rapid removal,Illegal immigration and border security,8
hUH7WSzBacY,Rebuild the Military,"Trump pledges to fully rebuild the US Military and create Space Force, emphasizing no new wars and bringing troops back home.",We fully rebuilt the US Military and created space force and I was the first president in decades who started no new Wars instead I brought our troops back home,Military strength and defense,7
hUH7WSzBacY,End Biden's War on American Energy,"Trump promises to end Joe Biden's war on American energy, quickly end the inflation nightmare, and promote energy independence through drilling.",I will immediately end Joe Biden's war on American Energy we will quickly end his inflation Nightmare and we will drill baby drill,Energy independence and economic stability,8
hUH7WSzBacY,Restore Law and Order,Trump pledges to restore law and order by overhauling the DOJ to investigate radical prosecutors and indemnifying police officers.,I will direct a completely overhauled doj to investigate every radical out of control prosecutor in America for their illegal racist and reverse enforcement of the law,Crime and law enforcement,7
hUH7WSzBacY,Protect Second Amendment,Trump promises to fully uphold the Second Amendment and protect it from being under siege.,And I will fully uphold the Second Amendment our Second Amendment and I did I did I upheld it beautifully for years,Gun rights and Second Amendment,6
hUH7WSzBacY,Secure Elections,"Trump pledges to secure elections with one-day voting, paper ballots, and voter ID, aiming for a landslide victory too big to rig.",our goal will be one day voting with paper ballots and voter ID but until then Republicans must win,Election integrity,8
hUH7WSzBacY,Rebuild American Cities,"Trump promises to rebuild American cities into beacons of hope, safety, and beauty, focusing on reinvestment and dealing with Democrat-run cities.",we're going to rebuild our cities into beacons of Hope safety and Beauty better than they've ever been before,Urban development and crime,7
hUH7WSzBacY,End Critical Race Theory in Schools,"Trump pledges to cut federal funding for any school pushing critical race theory, transgender policies, or inappropriate content.",I will sign a new executive order to cut Federal funding for any school pushing critical race Theory transgender insanity and other inappropriate racial sexual or political content onto our children,Education and cultural policies,6
PbPWazDSyEg,Border Security,Seal the border and stop the invasion of our country.,seal the border and stop the invasion of our country,Illegal immigration and border security,9
PbPWazDSyEg,Deportation Operation,Begin the largest domestic deportation operation in American history.,we will begin the large domestic deportation operation in American history,Illegal immigration and crime,8
PbPWazDSyEg,Energy Independence,End Joe Biden's war on American Energy and restore energy independence.,I will immediately end Joe Biden's war in American Energy and we will quickly end his inflation nightmare,Energy policy and inflation,7
PbPWazDSyEg,Trade Policy,Revoke China's most favored nation trade status and impose stiff penalties on China and other abusers.,I will revoke China's most favored nation trade status and we will impose stiff penalties on China and other abusers,Trade and economic policy,6
PbPWazDSyEg,Law and Order,Indemnify all police officers and law enforcement officials to protect them from being destroyed by the radical left.,I am going to indemnify all police officers and law enforcement officials throughout the United States,Law enforcement and crime,8
PbPWazDSyEg,Education Reform,"Cut Federal funding for any school pushing critical race Theory, transgender insanity, and other inappropriate content.","I will sign a new executive order to cut Federal funding for any school pushing critical race Theory, transgender insanity and other inappropriate racial sexual or political content",Education and cultural issues,7
PbPWazDSyEg,Election Security,"Secure elections with one-day voting, paper ballots, and voter ID.",our goal will be one day voting with paper ballots and voter ID,Election integrity,8
PbPWazDSyEg,Military and Defense,Rebuild the military and ensure it remains the most powerful in the world.,we will restore peace through strength,National defense and military strength,7
PbPWazDSyEg,Economic Growth,Implement the Trump Reciprocal Trade Act to balance trade tariffs.,I will pass the Trump reciprocal trade act,Trade balance and economic growth,6
PbPWazDSyEg,Healthcare and Social Security,"Protect Social Security, Medicare, and Medicaid from being demolished.",we won't let him destroy Social Security I will not let him crash Medicare,Healthcare and social welfare,7
5q6N6wV2AIc,Presidential Immunity,Trump promises to advocate for full immunity for presidents to ensure they can make decisions without fear of legal repercussions.,another thing that will be coming up very soon will be immunity for a president and not immunity for me but for any president if a president doesn't have full immunity you really don't have a president,Presidential decision-making and legal protection,8
5q6N6wV2AIc,Border Security,Trump promises to close the borders and implement his previous policies to ensure national security and reduce migrant crime.,close the borders now this is not sustainable for our country it's not sustainable for our cities our country is under siege,Immigration and border control,9
5q6N6wV2AIc,Economic Policies,"Trump promises to cut taxes, reduce interest rates, and make home buying more affordable.",I want to win based on my policies are better we're going to cut taxes we're going to get interest rates down you're going to be able to buy homes again,Economic growth and affordability,7
5q6N6wV2AIc,Foreign Policy and Peace,"Trump promises to stop wars, specifically mentioning Ukraine and Israel, and to maintain low energy prices to prevent conflicts.",I want to stop Wars I want to stop the war in Ukraine with Russia I want to stop what's happening in Israel,International relations and conflict resolution,8
5q6N6wV2AIc,Weaponization of Justice,Trump promises to end the use of legal systems for political gain and to stop the weaponization of justice against political opponents.,stop weaponization fight your fight yourself don't use prosecutors and judges to go after your opponent to try and damage your opponent,Judicial fairness and political integrity,7
7MMyGcVH7Ik,Border Security,"Trump promises to close the border, stop illegal immigration, and deport dangerous individuals.",we're going to close up the border and we're going to have a big deportation and we're going to get bad people out of here because we can't have it we just can't have it,Illegal immigration and border security,9
7MMyGcVH7Ik,Energy Independence,Trump promises to increase domestic energy production to lower prices.,we're going to drill baby drill we're going to get our prices,High energy prices,7
7MMyGcVH7Ik,Economic Revival,Trump promises to revive the economy by reducing inflation and improving economic conditions.,the economy is terrible and they say and some real geniuses I will tell you some some of the smartest people on Wall Street say the only thing good is the stock market,Economic downturn and inflation,8
7MMyGcVH7Ik,Military Strength,Trump promises to rebuild and strengthen the military.,we were rebuilding our military which I completed we finished we did everything right it was amazing,Military readiness and strength,6
7MMyGcVH7Ik,Law and Order,Trump promises to restore law and order by addressing crime and supporting law enforcement.,we have to get them out we have to get them out fast it's migrant crime and it's going to reach a level that nobody has ever thought of or seen before,Crime and public safety,8
7MMyGcVH7Ik,Election Integrity,Trump promises to ensure fair and free elections by addressing mail-in voting issues.,we have to stop the cheating um because I actually think that I actually think we would win the popular vote if it was if God came down and was your vote counter,Election integrity and voter fraud,7
7MMyGcVH7Ik,Foreign Policy,Trump promises to prevent conflicts like the Ukraine war and maintain strong international relations.,you wouldn't have had Ukraine I I would bet that the numbers are going to be double or triple what you really what you're saying,International conflicts and foreign policy,6
7MMyGcVH7Ik,Tax Cuts,Trump promises to implement significant tax cuts to boost the economy.,I'm very proud to say that I got the biggest tax cuts in the history of our country,High taxes and economic burden,7
7MMyGcVH7Ik,Education Reform,Trump promises to improve education by addressing issues with school placements and resources.,we have children that are no longer going to school they're throwing them out of the park there's no more little leagues there's no more Sports there's no more life in New York,Education system and resource allocation,5
7MMyGcVH7Ik,Healthcare Access,Trump promises to improve healthcare access through initiatives like Right to Try.,we are saving thousands and thousands of lives it's great it's great,Healthcare access and innovation,6
wXSm2ZApZMA,Secure the Border,Trump promises to secure the U.S. border by terminating Biden's open border policies and deporting dangerous criminals.,On day one of my new Administration I will terminate every open border policy of the Biden Administration and we will use every tool at our disposal to rid our country of the monsters who Joe Biden set loose to threaten and kill innocent Americans.,Border security and immigration,9
wXSm2ZApZMA,Energy Independence,Trump pledges to restore energy independence and dominance by ending Biden's war on American energy and promoting drilling.,We will immediately end Biden's war in American Energy and we will end as inflation catastrophe and we will drill baby drill right.,Energy policy and independence,8
wXSm2ZApZMA,Economic Revival,Trump promises to revive the economy by reinstating his economic policies and reducing taxes.,With your vote we will throw out Biden nomics and we will reinstate mean nomics Magics right.,Economic policy and recovery,7
wXSm2ZApZMA,Law and Order,Trump vows to restore law and order by indemnifying police officers and rebuilding cities.,We will restore Law and Order to our country I am going to indemnify all police officers and law enforcement officials throughout the United States to protect them from being destroyed by the radical left for taking strong actions on crime.,Crime and law enforcement,8
wXSm2ZApZMA,Education Reform,Trump promises to cut federal funding for schools pushing critical race theory and other inappropriate content.,On day one I will sign a new executive order to cut Federal funding for any school any school at all pushing critical race Theory transgender insanity and other inappropriate racial sexual or political content onto the lives of our children.,Education and curriculum,6
wXSm2ZApZMA,Election Security,Trump pledges to secure elections by promoting voter ID and paper ballots.,Our goal will be one day voting with paper ballots and voter ID very simple but until then Republicans must go out and we have to swamp them.,Election integrity,9
wXSm2ZApZMA,Foreign Policy and Peace,Trump promises to settle the war between Russia and Ukraine and restore peace through strength.,Before I even arrive at the Oval Office shortly after we win the presidency I will have the horrible war between Russia and Ukraine settled and we will restore peace through strength.,Foreign policy and international relations,7
wXSm2ZApZMA,Healthcare and Social Security,Trump vows to protect Medicare and Social Security from being destroyed by Biden's policies.,And as I said for many years I will always protect Medicare and Social Security which others are not able to do like Joe Biden you're not going to have it it's going to be gone.,Healthcare and social security,7
wXSm2ZApZMA,Military and Defense,Trump promises to maintain a strong military and protect the Second Amendment.,And I will fully protect and uphold our great and very important UND Siege Second Amendment.,Military and defense,6
wXSm2ZApZMA,Justice for Victims,Trump pledges to demand justice for victims of crimes committed by illegal immigrants.,To her family tonight I promise you I will demand Justice for Laken Justice for Leen thank thank you thank you very much incredible.,Justice and victim support,5
tw6neh7WQnc,Border Security,Trump promises to stop the invasion of the country and send illegal aliens back home.,Among my very first actions upon taking office will be to stop the invasion of our country and send Joe Biden's illegal aliens back home.,Illegal immigration and border security,9
tw6neh7WQnc,Election Integrity,Trump promises to secure elections and ensure they are fair and honest.,I will secure our elections we will have fair and honest elections again.,Election integrity and voter fraud,8
tw6neh7WQnc,Economic Revival,Trump promises to rebuild the economy and make America great again.,We're going to make America great again and we're going to do it very fast.,Economic recovery and growth,8
tw6neh7WQnc,Energy Independence,Trump promises to drill for oil and gas to ensure energy independence.,We have liquid gold under the ground we'll be drilling like a son of a gun.,Energy independence and resource utilization,7
tw6neh7WQnc,Military and Defense,Trump promises to restore peace through strength and rebuild the military.,We will restore peace through strength and I will pass the Trump reciprocal trade act.,National defense and military strength,7
tw6neh7WQnc,Law and Order,Trump promises to restore law and order and protect police officers.,We will restore Law and Order to our country and I'm going to indemnify all police officers.,Crime and law enforcement,8
tw6neh7WQnc,Education Reform,Trump promises to cut federal funding for schools pushing inappropriate content.,I will sign a new executive order to cut Federal funding for any school pushing critical race Theory.,Education and curriculum content,6
tw6neh7WQnc,Healthcare and Social Security,Trump promises to protect Social Security and Medicare.,I made a promise that I will always keep Social Security Medicare we always will keep it.,Healthcare and social welfare,7
tw6neh7WQnc,Trade and Tariffs,Trump promises to implement reciprocal tariffs on foreign countries.,I will pass the Trump reciprocal trade act if China or any other country makes us pay 100 or 200% tariff.,Trade policies and tariffs,6
tw6neh7WQnc,Foreign Policy,Trump promises to settle the war between Russia and Ukraine.,I will have the horrible war between Russia and Ukraine settled and we will restore peace through strength.,Foreign relations and conflict resolution,7
0opSJapeJ8M,Border Security,Trump promises to end the current border crisis by sealing the border and initiating the largest domestic deportation operation in U.S. history.,On day one I will seal the border and will begin the largest domestic deportation operation in the history of our country.,Illegal immigration and border security,10
0opSJapeJ8M,End Electric Vehicle Mandate,"Trump promises to end the electric vehicle mandate, allowing consumers to choose their preferred type of vehicle, including gasoline-powered cars.",The first day I promise you I will sign with the electric vehicle mandate is gone if you want an electric car you can buy it but you're going to be able to buy every other form of of push every other form of car and engine and motor that you want.,Automobile industry and consumer choice,8
0opSJapeJ8M,Law Enforcement Support,Trump promises to provide federal immunity for police officers to allow them to do their jobs without fear of losing their pensions or homes.,We're going to work out a federal immunity for police so they're allowed to do their job without losing their house and their pension and everything else when the when the liberal governors in don't back them.,Law enforcement and public safety,9
0opSJapeJ8M,Combat Drug Trafficking,Trump promises to impose a naval blockade on the cartels to stop the flow of drugs into the United States.,We will impose a naval blockade on the cartels and we will hit the cartels very hard.,Drug trafficking and public health,9
0opSJapeJ8M,Economic Revival,"Trump promises to fix the economy, control inflation, and make the U.S. respected globally again.",We're going to fix our country we're going to be respected again all over the world I'm going to keep you out of World War II we're not going to have World War II right now now the way we're going you're going to have World War II and we're going to do a real job.,Economic stability and global standing,8
0opSJapeJ8M,Military Strength,"Trump promises to maintain a strong military and avoid unnecessary wars, ensuring national security.",We rebuilt our military we beat Isis and we didn't go into any wars everyone said Remember When Hillary Clinton said look at him he's going to get us into Wars I I got us out of wars.,National security and military strength,7
vAOeNtjHHsE,Border Security and Immigration,"Trump promises to seal the border, stop the invasion, end the carnage, and deport illegal immigrants, focusing on criminals and terrorists.",I will seal the Border I will stop The Invasion I will end the Carnage Bloodshed and killing and we will crush the human traffickers...,Illegal immigration and border security,10
vAOeNtjHHsE,Deportation of Illegal Immigrants,"Trump promises to initiate the largest domestic deportation operation in American history, focusing on criminals and terrorists.",On day one we will terminate every open borders policy of the Biden Administration and begin the largest domestic deportation operation in American history...,Illegal immigration and public safety,9
vAOeNtjHHsE,Protecting Social Security and Medicare,Trump promises to protect Social Security and Medicare from being depleted by the influx of illegal immigrants.,I will never ever let that happen Social Security will be strong and powerful Medicare will be strong you deserve it...,Social Security and Medicare sustainability,8
vAOeNtjHHsE,Energy Independence,"Trump promises to lower energy prices by drilling and utilizing domestic resources, opposing Biden's electric vehicle mandate.",We will stop Biden's inflation train wreck and we will drill baby drill we're going to get your energy prices way there...,Energy prices and independence,7
vAOeNtjHHsE,Law and Order,"Trump promises to restore law and order, indemnify police officers, and ensure the death penalty for those who murder police officers.",I will crack down on the left-wing jurisdictions that refuse to prosecute dangerous criminals... anyone who murders a police officer will receive immediately the death penalty...,Crime and law enforcement,8
vAOeNtjHHsE,Trade and Economy,Trump promises to implement reciprocal tariffs on foreign countries and restore American manufacturing jobs.,I will pass the Trump reciprocal trade act if China or any other country makes us pay 100 or 200% tariff we will make them pay a reciprocal Tariff...,Trade imbalance and economic growth,7
vAOeNtjHHsE,Election Integrity,"Trump promises to secure elections with one-day voting, paper ballots, and voter ID.",Our goal will be one day voting with paper ballots very simple and voter ID...,Election security and integrity,9
vAOeNtjHHsE,Education and Parental Rights,Trump promises to cut federal funding for schools pushing critical race theory and other inappropriate content.,On day one I will sign a new executive order to cut Federal funding for any school pushing critical race Theory...,Education and parental rights,6
vAOeNtjHHsE,Veterans Affairs,Trump promises to continue supporting veterans through VA accountability and choice.,For our great veterans we passed VA accountability and VA choice we got it through Congress...,Veterans' healthcare and support,5
vAOeNtjHHsE,Foreign Policy and Peace,Trump promises to settle the war between Russia and Ukraine and prevent World War III.,I will have the horrible war between Russia and Ukraine settled I'll get it settled I know them both very well...,International conflict and peace,8
rmVSLmNhehI,Close the Border,Trump promises to close the U.S. border to prevent illegal immigration and the entry of criminals.,I would like to demand that our border be closed because we have millions of people coming into our country millions and millions of people are pouring in at levels that nobody's reporting nobody's going to talk about but I believe you could have 15 million already in some are terrorists they come from uh jails and prisons they come from mental institutions and insane asylums they come from all over the world not just South America they're coming from all over the world...,Illegal immigration and border security,9
rmVSLmNhehI,Election Integrity,Trump promises to ensure election integrity by requiring proof of citizenship for voter registration.,House Republicans are introducing a bill that will require proof of citizenship to vote it it seems like common sense I'm sure all of us would agree we only want US citizens to vote in US elections...,Election integrity and prevention of voter fraud,8
rmVSLmNhehI,Reinstate Border Policies,Trump promises to reinstate previous border policies such as 'Remain in Mexico' and 'Catch and Release' in Mexico.,if he would have left we had stay in Mexico remain in Mexico we had catch and release in Mexico not here we had everything it was perfect it was a great a great situation we had and now we have the worst ever...,Border security and immigration control,7
rmVSLmNhehI,Address Migrant Crime,"Trump promises to address the issue of migrant crime, which he claims is a new category of crime.",it's migrant crime it's a new category of crime migrant crime and I'm just demanding I just demand as a citizen I demand the Border has to be closed our country cannot take it no country could take it it's not sustainable by any country...,Crime related to illegal immigration,6
rmVSLmNhehI,Free and Fair Elections,Trump promises to ensure free and fair elections by introducing legislation to prevent non-citizens from voting.,we will do everything within our power to ensure that we do have free and fair elections in this country if we don't have that in a constitutional republic we have nothing it's the basis of who we are as a nation...,Election integrity and prevention of voter fraud,8
rmVSLmNhehI,Reform Voter Registration,Trump promises to reform voter registration laws to require proof of citizenship and remove non-citizens from voter rolls.,our bill will establish new safeguards it'll put us on par by the way with virtually every other democracy around the world that also prohibits non-citizen voting and and this is a a critical thing for us to do at a at a very critical time our bill also will require states to remove n citizens from their existing voter roles...,Voter registration and election integrity,7
rmVSLmNhehI,Address Inflation,"Trump promises to address the issue of inflation, which he claims is at record levels.",we have tremendous inflation the inflation's coming back at levels that nobody thought they really would have uh if you look at the categories of inflation they have the worst categories many categories are not included and if you included that your inflation number would be substantially higher than it is now and it's already at records...,Economic stability and inflation control,6
BUbGq4OcPVA,Energy Independence,Trump promises to restore energy independence and dominance by reviving drilling and ending Biden's energy policies.,when I'm back in the white house we will end Joe Biden's inflation train wreck and we will tell Pennsylvania drill baby drill get back to Drilling under my leadership we had energy Independence and soon we would have had energy dominance,Energy policies and independence,9
BUbGq4OcPVA,Border Security,"Trump pledges to seal the border, stop illegal immigration, and deport illegal aliens.",job number one is going to be and as soon as we take office we will seal the border is that okay and we're going to stop The Invasion and send Joe Biden's illegal aliens back home,Illegal immigration and border security,10
BUbGq4OcPVA,Economic Revival,Trump promises to rebuild the economy to its former strength and reduce inflation.,we will quickly rebuild the greatest economy and the history of the world like we had it just four years ago,Economic recovery and inflation,8
BUbGq4OcPVA,Military and Global Respect,Trump vows to restore American strength abroad and ensure global respect for the U.S.,I will revive American strength abroad and we will restore American strength at home we were respected four years ago all over the world today we are considered a joke,Military strength and global respect,7
BUbGq4OcPVA,Election Integrity,"Trump aims to secure elections with paper ballots, same-day voting, and voter ID.",I will secure our elections we're going to end up paper ballots same day voting and voter ID,Election security and integrity,8
BUbGq4OcPVA,Second Amendment Protection,Trump promises to uphold the Second Amendment rights without any changes.,our Second Amendment is under siege but not with me it's not with me they don't touch it,Gun rights and Second Amendment,6
BUbGq4OcPVA,Education Reform,Trump pledges to cut federal funding for schools pushing critical race theory and other inappropriate content.,I will sign a new executive order to cut Federal funding for any school pushing critical race Theory transgender insanity or other inappropriate racial sexual or political content,Education content and federal funding,7
BUbGq4OcPVA,Foreign Policy and Peace,Trump promises to bring peace through strength and prevent conflicts like the Russia-Ukraine war.,I will have the horrible War between Russia and Ukraine totally settled I will settle it and I will pre and I'm the only one that can say this,Foreign policy and peacekeeping,9
BUbGq4OcPVA,Healthcare and Social Security,Trump vows to protect Social Security and Medicare for seniors.,We will always protect Social Security and Medicare for our great seniors,Healthcare and senior benefits,7
BUbGq4OcPVA,Infrastructure and Urban Renewal,"Trump plans to rebuild cities and improve infrastructure, making them safe and beautiful.",we're going to rebuild our cities into beacons of Hope safety and Beauty better than they have ever been before,Urban development and infrastructure,6
KrPcathk8eY,Addressing Crime in New York,Trump promises to address the crime issues in New York City by allowing the police to do their job and restoring law and order.,we're going to let the police do their job they have to be giv back their Authority they have to be able to do their job and we're going to come into New York,Crime and law enforcement in New York City,9
KrPcathk8eY,Support for Bodega Owners,Trump promises to support bodega owners by addressing the rampant crime affecting their businesses.,the bodega Association invited me and I respect them and they respect me they want Law and Order they have a lot of crime tremendous crime where their stores are being robbed,Crime affecting small businesses,8
KrPcathk8eY,Deportation of Criminal Migrants,"Trump promises to conduct the largest deportation in the history of the country, focusing on criminals and mental patients.",we have to get the criminals cuz many of the people coming into our country are criminals and and mental patients we have to get them out they're going to bring them back we're going to have the largest deportation in the history of our country,Illegal immigration and crime,10
KrPcathk8eY,Restoring the American Dream,Trump promises to address issues in inner cities and restore the American Dream by stopping crime and supporting local communities.,off to address the inner cities of America and give them hope to restore the American dream Atlanta New York Chicago DC we're going to come in and number one you have to stop crying,Inner city crime and economic opportunity,7
KrPcathk8eY,Support for Minority Communities,"Trump promises to support African-American, Hispanic, and Asian communities by addressing job losses due to illegal immigration.",the African-American Community now is not getting jobs migrants are taking their jobs that are here illegally Hispanics are not getting jobs the migrants are taking the jobs,Job displacement due to illegal immigration,8
KrPcathk8eY,Fixing New York State,Trump promises to work with local Democratic leaders to fix New York State and address its issues.,we're going to make a heavy play for New York we'll work with the Democrat mayor we'll work with the Democrat Governor and we're going to get the state fixed up,State governance and collaboration,6
KrPcathk8eY,Securing Borders,Trump promises to secure the borders to prevent illegal immigration and the entry of criminals and mental patients.,they're emptying out their prisons and they're empting out their mental institutions into our country these are prisoners and people from mental institutions largely,Border security and illegal immigration,9
ofVo5usJ_YQ,Protect Trump Tax Cuts,"Trump promises to protect the tax cuts implemented during his previous administration, which he claims benefited working families and the middle class.",with me in the White House we will protect the Trump tax cuts for Working Families we will make our middle class stronger bigger better stronger wealthier and more prosperous than ever before,Taxation and Economic Prosperity,8
ofVo5usJ_YQ,Secure the Border,"Trump pledges to secure the U.S. border, stop illegal immigration, and deport illegal immigrants, especially those with criminal backgrounds.",we're going to immediately seal the Border we're going to stop The Invasion we're going to send Joe Biden's illegal aliens back home where they belong,Immigration and Border Security,9
ofVo5usJ_YQ,End Biden's Economic Policies,"Trump promises to end Biden's economic policies, which he claims have led to inflation and economic decline, and replace them with his own economic strategies.",On day one of my new Administration we're going to throw out Biden nomics and we're going to replace it with maganic sman,Economic Policy and Inflation,8
ofVo5usJ_YQ,Rebuild American Cities,"Trump vows to rebuild American cities, making them safe and prosperous again, and work with Democrat mayors to achieve this.",we're going to rebuild our cities and become a Beacon of Hope safety Beauty better than ever before,Urban Development and Crime,7
ofVo5usJ_YQ,Restore Law and Order,Trump promises to restore law and order by empowering police forces and ensuring they are not prosecuted for doing their jobs.,we're going to give our great police they are great their power back and they're going to protect us,Law Enforcement and Public Safety,8
ofVo5usJ_YQ,End Radical Education Policies,Trump pledges to cut federal funding for schools pushing critical race theory and other controversial educational content.,I will sign a new executive order to cut Federal funding for any school pushing critical race Theory transgender insanity and other inappropriate racial sexual or political content,Education and School Curriculum,7
ofVo5usJ_YQ,Energy Independence,Trump promises to restore American energy independence by drilling and reducing energy costs.,we're going to drill baby drill we're going to bring down your energy cost,Energy Policy and Independence,8
ofVo5usJ_YQ,Election Integrity,"Trump vows to secure elections by implementing measures like one-day voting, paper ballots, and voter ID.",Our goal will be one day voting with paper ballots proof of citizenship and voter ID,Election Security and Integrity,9
ofVo5usJ_YQ,End Foreign Conflicts,Trump promises to end the war between Russia and Ukraine and restore peace through strength.,I will have the horrible war between Russia and Ukraine settled I will get it settled quickly,Foreign Policy and Peace,8
ofVo5usJ_YQ,Protect Social Security and Medicare,"Trump pledges to protect Social Security and Medicare for seniors, ensuring their benefits are not cut.",As president I will always protect Social Security and Medicare for our great seniors 100%,Senior Welfare and Benefits,7
KgZKZC1HPUk,Middle Class Tax Cut,"Trump promises to deliver a significant tax cut for the middle class, contrasting it with Biden's proposed tax increases.",but instead of a Biden middle class tax increase I will deliver a trump middle class tax cut the likes of which you've never seen before,Taxation and Economic Relief,9
KgZKZC1HPUk,Reinstate MAGAnomics,"Trump promises to replace Biden's economic policies with his own, which he refers to as MAGAnomics.",on day one we will throw out Biden nomics and we will reinstate a thing called Magan namics,Economic Policy,8
